"","VARNAME","variable_original","seq_original","label_original","MEMNAME","VISIT_ddf","TARGETVR_ddf","TESTCD_ddf","RELTIVE_ddf","N_ddf","Matched_Full"
"1233","PN_RUNNYNOSE_REPORT_3","pn_runnynose_report_3",1083,"Nr days with runny nose over last 7 days (reported)","MISAME3_WIDE","Post Natal FU M03","CETERM",NA,"Child",265,"no"
"1234","PN_RUNNYNOSE_REPORT_4","pn_runnynose_report_4",1084,"Nr days with runny nose over last 7 days (reported)","MISAME3_WIDE","Post Natal FU M04","CETERM",NA,"Child",279,"no"
"1235","PN_RUNNYNOSE_REPORT_5","pn_runnynose_report_5",1085,"Nr days with runny nose over last 7 days (reported)","MISAME3_WIDE","Post Natal FU M05","CETERM",NA,"Child",267,"no"
"1236","PN_RUNNYNOSE_REPORT_6","pn_runnynose_report_6",1086,"Nr days with runny nose over last 7 days (reported)","MISAME3_WIDE","Post Natal FU M06","CETERM",NA,"Child",275,"no"
"1237","PN_RUNNYNOSE_REPORT_9","pn_runnynose_report_9",1087,"Nr days with runny nose over last 7 days (reported)","MISAME3_WIDE","Post Natal FU M09","CETERM",NA,"Child",168,"no"
"1231","PN_RUNNYNOSE_REPORT_12","pn_runnynose_report_12",1088,"Nr days with runny nose over last 7 days (reported)","MISAME3_WIDE","Post Natal FU M12","CETERM",NA,"Child",0,"missing"
"1229","PN_RUNNYNOSE_LP_","pn_runnynose_lp_",1089,"Longitudinal prevalence of runny nose during 6 mo","MISAME3_WIDE",NA,NA,NA,NA,289,"missing"
"896","PN_DIFFBREATH_REPORT_1","pn_diffbreath_report_1",1090,"Nr days with difficulty of breathing over last 7 days (reported)","MISAME3_WIDE","Post Natal FU M01","CETERM",NA,"Child",275,"no"
"898","PN_DIFFBREATH_REPORT_2","pn_diffbreath_report_2",1091,"Nr days with difficulty of breathing over last 7 days (reported)","MISAME3_WIDE","Post Natal FU M02","CETERM",NA,"Child",276,"no"
"899","PN_DIFFBREATH_REPORT_3","pn_diffbreath_report_3",1092,"Nr days with difficulty of breathing over last 7 days (reported)","MISAME3_WIDE","Post Natal FU M03","CETERM",NA,"Child",265,"no"
"900","PN_DIFFBREATH_REPORT_4","pn_diffbreath_report_4",1093,"Nr days with difficulty of breathing over last 7 days (reported)","MISAME3_WIDE","Post Natal FU M04","CETERM",NA,"Child",279,"no"
"901","PN_DIFFBREATH_REPORT_5","pn_diffbreath_report_5",1094,"Nr days with difficulty of breathing over last 7 days (reported)","MISAME3_WIDE","Post Natal FU M05","CETERM",NA,"Child",267,"no"
"902","PN_DIFFBREATH_REPORT_6","pn_diffbreath_report_6",1095,"Nr days with difficulty of breathing over last 7 days (reported)","MISAME3_WIDE","Post Natal FU M06","CETERM",NA,"Child",275,"no"
"903","PN_DIFFBREATH_REPORT_9","pn_diffbreath_report_9",1096,"Nr days with difficulty of breathing over last 7 days (reported)","MISAME3_WIDE","Post Natal FU M09","CETERM",NA,"Child",168,"no"
"897","PN_DIFFBREATH_REPORT_12","pn_diffbreath_report_12",1097,"Nr days with difficulty of breathing over last 7 days (reported)","MISAME3_WIDE","Post Natal FU M12","CETERM",NA,"Child",0,"missing"
"895","PN_DIFFBREATH_LP_","pn_diffbreath_lp_",1098,"Longitudinal prevalence of difficulty of breathing during 6 mo","MISAME3_WIDE",NA,NA,NA,NA,289,"missing"
"947","PN_GRUNTING_REPORT_1","pn_grunting_report_1",1099,"Nr days with grunting over last 7 days (reported)","MISAME3_WIDE","Post Natal FU M01","CETERM",NA,"Child",275,"no"
"949","PN_GRUNTING_REPORT_2","pn_grunting_report_2",1100,"Nr days with grunting over last 7 days (reported)","MISAME3_WIDE","Post Natal FU M02","CETERM",NA,"Child",276,"no"
"950","PN_GRUNTING_REPORT_3","pn_grunting_report_3",1101,"Nr days with grunting over last 7 days (reported)","MISAME3_WIDE","Post Natal FU M03","CETERM",NA,"Child",265,"no"
"951","PN_GRUNTING_REPORT_4","pn_grunting_report_4",1102,"Nr days with grunting over last 7 days (reported)","MISAME3_WIDE","Post Natal FU M04","CETERM",NA,"Child",279,"no"
"952","PN_GRUNTING_REPORT_5","pn_grunting_report_5",1103,"Nr days with grunting over last 7 days (reported)","MISAME3_WIDE","Post Natal FU M05","CETERM",NA,"Child",267,"no"
"953","PN_GRUNTING_REPORT_6","pn_grunting_report_6",1104,"Nr days with grunting over last 7 days (reported)","MISAME3_WIDE","Post Natal FU M06","CETERM",NA,"Child",275,"no"
"954","PN_GRUNTING_REPORT_9","pn_grunting_report_9",1105,"Nr days with grunting over last 7 days (reported)","MISAME3_WIDE","Post Natal FU M09","CETERM",NA,"Child",168,"no"
"948","PN_GRUNTING_REPORT_12","pn_grunting_report_12",1106,"Nr days with grunting over last 7 days (reported)","MISAME3_WIDE","Post Natal FU M12","CETERM",NA,"Child",0,"missing"
"946","PN_GRUNTING_LP_","pn_grunting_lp_",1107,"Longitudinal prevalence of grunting during 6 mo","MISAME3_WIDE",NA,NA,NA,NA,289,"missing"
"1241","PN_SKINLESION_REPORT_1","pn_skinlesion_report_1",1108,"Nr days with skin lesion over last 7 days (reported)","MISAME3_WIDE","Post Natal FU M01","CETERM",NA,"Child",275,"no"
"1243","PN_SKINLESION_REPORT_2","pn_skinlesion_report_2",1109,"Nr days with skin lesion over last 7 days (reported)","MISAME3_WIDE","Post Natal FU M02","CETERM",NA,"Child",276,"no"
"1244","PN_SKINLESION_REPORT_3","pn_skinlesion_report_3",1110,"Nr days with skin lesion over last 7 days (reported)","MISAME3_WIDE","Post Natal FU M03","CETERM",NA,"Child",265,"no"
"1245","PN_SKINLESION_REPORT_4","pn_skinlesion_report_4",1111,"Nr days with skin lesion over last 7 days (reported)","MISAME3_WIDE","Post Natal FU M04","CETERM",NA,"Child",279,"no"
"1246","PN_SKINLESION_REPORT_5","pn_skinlesion_report_5",1112,"Nr days with skin lesion over last 7 days (reported)","MISAME3_WIDE","Post Natal FU M05","CETERM",NA,"Child",267,"no"
"1247","PN_SKINLESION_REPORT_6","pn_skinlesion_report_6",1113,"Nr days with skin lesion over last 7 days (reported)","MISAME3_WIDE","Post Natal FU M06","CETERM",NA,"Child",275,"no"
"1248","PN_SKINLESION_REPORT_9","pn_skinlesion_report_9",1114,"Nr days with skin lesion over last 7 days (reported)","MISAME3_WIDE","Post Natal FU M09","CETERM",NA,"Child",168,"no"
"1242","PN_SKINLESION_REPORT_12","pn_skinlesion_report_12",1115,"Nr days with skin lesion over last 7 days (reported)","MISAME3_WIDE","Post Natal FU M12","CETERM",NA,"Child",0,"missing"
"1240","PN_SKINLESION_LP_","pn_skinlesion_lp_",1116,"Longitudinal prevalence of skin lesion during 6 mo","MISAME3_WIDE",NA,NA,NA,NA,289,"missing"
"1215","PN_MORBI_OTHER_1","pn_morbi_other_1",1117,"Nr days with other illnesses over last 7 days (reported)","MISAME3_WIDE","Post Natal FU M01","CETERM",NA,"Child",275,"no"
"1217","PN_MORBI_OTHER_2","pn_morbi_other_2",1118,"Nr days with other illnesses over last 7 days (reported)","MISAME3_WIDE","Post Natal FU M02","CETERM",NA,"Child",276,"no"
"1218","PN_MORBI_OTHER_3","pn_morbi_other_3",1119,"Nr days with other illnesses over last 7 days (reported)","MISAME3_WIDE","Post Natal FU M03","CETERM",NA,"Child",265,"no"
"1219","PN_MORBI_OTHER_4","pn_morbi_other_4",1120,"Nr days with other illnesses over last 7 days (reported)","MISAME3_WIDE","Post Natal FU M04","CETERM",NA,"Child",279,"no"
"1220","PN_MORBI_OTHER_5","pn_morbi_other_5",1121,"Nr days with other illnesses over last 7 days (reported)","MISAME3_WIDE","Post Natal FU M05","CETERM",NA,"Child",267,"no"
"1221","PN_MORBI_OTHER_6","pn_morbi_other_6",1122,"Nr days with other illnesses over last 7 days (reported)","MISAME3_WIDE","Post Natal FU M06","CETERM",NA,"Child",275,"no"
"1222","PN_MORBI_OTHER_9","pn_morbi_other_9",1123,"Nr days with other illnesses over last 7 days (reported)","MISAME3_WIDE","Post Natal FU M09","CETERM",NA,"Child",168,"no"
"1216","PN_MORBI_OTHER_12","pn_morbi_other_12",1124,"Nr days with other illnesses over last 7 days (reported)","MISAME3_WIDE","Post Natal FU M12","CETERM",NA,"Child",0,"missing"
"1206","PN_MORB_OTHER_","pn_morb_other_",1125,"Longitudinal prevalence of other illnesses  during 6 mo","MISAME3_WIDE",NA,NA,NA,NA,289,"missing"
"642","PN_BODY_TEMP_1","pn_body_temp_1",1126,"Body temperature measured","MISAME3_WIDE","Post Natal FU M01","VSSTRESN","TEMP","Child",275,"yes"
"644","PN_BODY_TEMP_2","pn_body_temp_2",1127,"Body temperature measured","MISAME3_WIDE","Post Natal FU M02","VSSTRESN","TEMP","Child",276,"yes"
"645","PN_BODY_TEMP_3","pn_body_temp_3",1128,"Body temperature measured","MISAME3_WIDE","Post Natal FU M03","VSSTRESN","TEMP","Child",265,"yes"
"646","PN_BODY_TEMP_4","pn_body_temp_4",1129,"Body temperature measured","MISAME3_WIDE","Post Natal FU M04","VSSTRESN","TEMP","Child",279,"yes"
"647","PN_BODY_TEMP_5","pn_body_temp_5",1130,"Body temperature measured","MISAME3_WIDE","Post Natal FU M05","VSSTRESN","TEMP","Child",267,"yes"
"648","PN_BODY_TEMP_6","pn_body_temp_6",1131,"Body temperature measured","MISAME3_WIDE","Post Natal FU M06","VSSTRESN","TEMP","Child",275,"yes"
"649","PN_BODY_TEMP_9","pn_body_temp_9",1132,"Body temperature measured","MISAME3_WIDE","Post Natal FU M09","VSSTRESN","TEMP","Child",130,"yes"
"643","PN_BODY_TEMP_12","pn_body_temp_12",1133,"Body temperature measured","MISAME3_WIDE","Post Natal FU M12","VSSTRESN","TEMP","Child",0,"missing"
"930","PN_FEVER_OBSERVED_LP_","pn_fever_observed_lp_",1134,"Longitudinal prevalence of fever (based on measurted BT) during 6 mo","MISAME3_WIDE",NA,NA,NA,NA,289,"missing"
"1207","PN_MORBI_C1CD9A_1","pn_morbi_c1cd9a_1",1135,"Morbi 1 child cd9a","MISAME3_WIDE","Post Natal FU M01","CETERM",NA,"Child",1,"missing"
"1209","PN_MORBI_C1CD9A_2","pn_morbi_c1cd9a_2",1136,"Morbi 1 child cd9a","MISAME3_WIDE","Post Natal FU M02","CETERM",NA,"Child",0,"missing"
"1210","PN_MORBI_C1CD9A_3","pn_morbi_c1cd9a_3",1137,"Morbi 1 child cd9a","MISAME3_WIDE","Post Natal FU M03","CETERM",NA,"Child",1,"missing"
"1211","PN_MORBI_C1CD9A_4","pn_morbi_c1cd9a_4",1138,"Morbi 1 child cd9a","MISAME3_WIDE","Post Natal FU M04","CETERM",NA,"Child",2,"missing"
"1212","PN_MORBI_C1CD9A_5","pn_morbi_c1cd9a_5",1139,"Morbi 1 child cd9a","MISAME3_WIDE","Post Natal FU M05","CETERM",NA,"Child",0,"missing"
"1213","PN_MORBI_C1CD9A_6","pn_morbi_c1cd9a_6",1140,"Morbi 1 child cd9a","MISAME3_WIDE","Post Natal FU M06","CETERM",NA,"Child",0,"missing"
"1214","PN_MORBI_C1CD9A_9","pn_morbi_c1cd9a_9",1141,"Morbi 1 child cd9a","MISAME3_WIDE","Post Natal FU M09","CETERM",NA,"Child",3,"missing"
"1208","PN_MORBI_C1CD9A_12","pn_morbi_c1cd9a_12",1142,"Morbi 1 child cd9a","MISAME3_WIDE","Post Natal FU M12","CETERM",NA,"Child",0,"missing"
"1126","PN_MORB_CCONSUL_0_1","pn_morb_cconsul_0_1",1143,"Infant received consultation: No","MISAME3_WIDE",NA,NA,NA,NA,275,"missing"
"1128","PN_MORB_CCONSUL_0_2","pn_morb_cconsul_0_2",1144,"Infant received consultation: No","MISAME3_WIDE",NA,NA,NA,NA,276,"missing"
"1129","PN_MORB_CCONSUL_0_3","pn_morb_cconsul_0_3",1145,"Infant received consultation: No","MISAME3_WIDE",NA,NA,NA,NA,265,"missing"
"1130","PN_MORB_CCONSUL_0_4","pn_morb_cconsul_0_4",1146,"Infant received consultation: No","MISAME3_WIDE",NA,NA,NA,NA,279,"missing"
"1131","PN_MORB_CCONSUL_0_5","pn_morb_cconsul_0_5",1147,"Infant received consultation: No","MISAME3_WIDE",NA,NA,NA,NA,267,"missing"
"1132","PN_MORB_CCONSUL_0_6","pn_morb_cconsul_0_6",1148,"Infant received consultation: No","MISAME3_WIDE",NA,NA,NA,NA,275,"missing"
"1133","PN_MORB_CCONSUL_0_9","pn_morb_cconsul_0_9",1149,"Infant received consultation: No","MISAME3_WIDE",NA,NA,NA,NA,168,"missing"
"1127","PN_MORB_CCONSUL_0_12","pn_morb_cconsul_0_12",1150,"Infant received consultation: No","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"1134","PN_MORB_CCONSUL_1_1","pn_morb_cconsul_1_1",1151,"Infant received consultation: Yes, at CSPS","MISAME3_WIDE",NA,NA,NA,NA,275,"missing"
"1136","PN_MORB_CCONSUL_1_2","pn_morb_cconsul_1_2",1152,"Infant received consultation: Yes, at CSPS","MISAME3_WIDE",NA,NA,NA,NA,276,"missing"
"1137","PN_MORB_CCONSUL_1_3","pn_morb_cconsul_1_3",1153,"Infant received consultation: Yes, at CSPS","MISAME3_WIDE",NA,NA,NA,NA,265,"missing"
"1138","PN_MORB_CCONSUL_1_4","pn_morb_cconsul_1_4",1154,"Infant received consultation: Yes, at CSPS","MISAME3_WIDE",NA,NA,NA,NA,279,"missing"
"1139","PN_MORB_CCONSUL_1_5","pn_morb_cconsul_1_5",1155,"Infant received consultation: Yes, at CSPS","MISAME3_WIDE",NA,NA,NA,NA,267,"missing"
"1140","PN_MORB_CCONSUL_1_6","pn_morb_cconsul_1_6",1156,"Infant received consultation: Yes, at CSPS","MISAME3_WIDE",NA,NA,NA,NA,275,"missing"
"1141","PN_MORB_CCONSUL_1_9","pn_morb_cconsul_1_9",1157,"Infant received consultation: Yes, at CSPS","MISAME3_WIDE",NA,NA,NA,NA,168,"missing"
"1135","PN_MORB_CCONSUL_1_12","pn_morb_cconsul_1_12",1158,"Infant received consultation: Yes, at CSPS","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"1142","PN_MORB_CCONSUL_2_1","pn_morb_cconsul_2_1",1159,"Infant received consultation: Yes at hospital","MISAME3_WIDE",NA,NA,NA,NA,275,"missing"
"1144","PN_MORB_CCONSUL_2_2","pn_morb_cconsul_2_2",1160,"Infant received consultation: Yes at hospital","MISAME3_WIDE",NA,NA,NA,NA,276,"missing"
"1145","PN_MORB_CCONSUL_2_3","pn_morb_cconsul_2_3",1161,"Infant received consultation: Yes at hospital","MISAME3_WIDE",NA,NA,NA,NA,265,"missing"
"1146","PN_MORB_CCONSUL_2_4","pn_morb_cconsul_2_4",1162,"Infant received consultation: Yes at hospital","MISAME3_WIDE",NA,NA,NA,NA,279,"missing"
"1147","PN_MORB_CCONSUL_2_5","pn_morb_cconsul_2_5",1163,"Infant received consultation: Yes at hospital","MISAME3_WIDE",NA,NA,NA,NA,267,"missing"
"1148","PN_MORB_CCONSUL_2_6","pn_morb_cconsul_2_6",1164,"Infant received consultation: Yes at hospital","MISAME3_WIDE",NA,NA,NA,NA,275,"missing"
"1149","PN_MORB_CCONSUL_2_9","pn_morb_cconsul_2_9",1165,"Infant received consultation: Yes at hospital","MISAME3_WIDE",NA,NA,NA,NA,168,"missing"
"1143","PN_MORB_CCONSUL_2_12","pn_morb_cconsul_2_12",1166,"Infant received consultation: Yes at hospital","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"1150","PN_MORB_CCONSUL_3_1","pn_morb_cconsul_3_1",1167,"Infant received consultation: Yes, by a traditional healer","MISAME3_WIDE",NA,NA,NA,NA,275,"missing"
"1152","PN_MORB_CCONSUL_3_2","pn_morb_cconsul_3_2",1168,"Infant received consultation: Yes, by a traditional healer","MISAME3_WIDE",NA,NA,NA,NA,276,"missing"
"1153","PN_MORB_CCONSUL_3_3","pn_morb_cconsul_3_3",1169,"Infant received consultation: Yes, by a traditional healer","MISAME3_WIDE",NA,NA,NA,NA,265,"missing"
"1154","PN_MORB_CCONSUL_3_4","pn_morb_cconsul_3_4",1170,"Infant received consultation: Yes, by a traditional healer","MISAME3_WIDE",NA,NA,NA,NA,279,"missing"
"1155","PN_MORB_CCONSUL_3_5","pn_morb_cconsul_3_5",1171,"Infant received consultation: Yes, by a traditional healer","MISAME3_WIDE",NA,NA,NA,NA,267,"missing"
"1156","PN_MORB_CCONSUL_3_6","pn_morb_cconsul_3_6",1172,"Infant received consultation: Yes, by a traditional healer","MISAME3_WIDE",NA,NA,NA,NA,275,"missing"
"1157","PN_MORB_CCONSUL_3_9","pn_morb_cconsul_3_9",1173,"Infant received consultation: Yes, by a traditional healer","MISAME3_WIDE",NA,NA,NA,NA,168,"missing"
"1151","PN_MORB_CCONSUL_3_12","pn_morb_cconsul_3_12",1174,"Infant received consultation: Yes, by a traditional healer","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"1158","PN_MORB_CCONSUL_4_1","pn_morb_cconsul_4_1",1175,"Infant received consultation: Yes, at ASBC","MISAME3_WIDE",NA,NA,NA,NA,275,"missing"
"1160","PN_MORB_CCONSUL_4_2","pn_morb_cconsul_4_2",1176,"Infant received consultation: Yes, at ASBC","MISAME3_WIDE",NA,NA,NA,NA,276,"missing"
"1161","PN_MORB_CCONSUL_4_3","pn_morb_cconsul_4_3",1177,"Infant received consultation: Yes, at ASBC","MISAME3_WIDE",NA,NA,NA,NA,265,"missing"
"1162","PN_MORB_CCONSUL_4_4","pn_morb_cconsul_4_4",1178,"Infant received consultation: Yes, at ASBC","MISAME3_WIDE",NA,NA,NA,NA,279,"missing"
"1163","PN_MORB_CCONSUL_4_5","pn_morb_cconsul_4_5",1179,"Infant received consultation: Yes, at ASBC","MISAME3_WIDE",NA,NA,NA,NA,267,"missing"
"1164","PN_MORB_CCONSUL_4_6","pn_morb_cconsul_4_6",1180,"Infant received consultation: Yes, at ASBC","MISAME3_WIDE",NA,NA,NA,NA,275,"missing"
"1165","PN_MORB_CCONSUL_4_9","pn_morb_cconsul_4_9",1181,"Infant received consultation: Yes, at ASBC","MISAME3_WIDE",NA,NA,NA,NA,168,"missing"
"1159","PN_MORB_CCONSUL_4_12","pn_morb_cconsul_4_12",1182,"Infant received consultation: Yes, at ASBC","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"1166","PN_MORB_CCONSUL_5_1","pn_morb_cconsul_5_1",1183,"Infant received consultation: Yes, by a friend","MISAME3_WIDE",NA,NA,NA,NA,275,"missing"
"1168","PN_MORB_CCONSUL_5_2","pn_morb_cconsul_5_2",1184,"Infant received consultation: Yes, by a friend","MISAME3_WIDE",NA,NA,NA,NA,276,"missing"
"1169","PN_MORB_CCONSUL_5_3","pn_morb_cconsul_5_3",1185,"Infant received consultation: Yes, by a friend","MISAME3_WIDE",NA,NA,NA,NA,265,"missing"
"1170","PN_MORB_CCONSUL_5_4","pn_morb_cconsul_5_4",1186,"Infant received consultation: Yes, by a friend","MISAME3_WIDE",NA,NA,NA,NA,279,"missing"
"1171","PN_MORB_CCONSUL_5_5","pn_morb_cconsul_5_5",1187,"Infant received consultation: Yes, by a friend","MISAME3_WIDE",NA,NA,NA,NA,267,"missing"
"1172","PN_MORB_CCONSUL_5_6","pn_morb_cconsul_5_6",1188,"Infant received consultation: Yes, by a friend","MISAME3_WIDE",NA,NA,NA,NA,275,"missing"
"1173","PN_MORB_CCONSUL_5_9","pn_morb_cconsul_5_9",1189,"Infant received consultation: Yes, by a friend","MISAME3_WIDE",NA,NA,NA,NA,168,"missing"
"1167","PN_MORB_CCONSUL_5_12","pn_morb_cconsul_5_12",1190,"Infant received consultation: Yes, by a friend","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"1174","PN_MORB_CCONSUL_6_1","pn_morb_cconsul_6_1",1191,"Infant received consultation: Yes, by a family member","MISAME3_WIDE",NA,NA,NA,NA,275,"missing"
"1176","PN_MORB_CCONSUL_6_2","pn_morb_cconsul_6_2",1192,"Infant received consultation: Yes, by a family member","MISAME3_WIDE",NA,NA,NA,NA,276,"missing"
"1177","PN_MORB_CCONSUL_6_3","pn_morb_cconsul_6_3",1193,"Infant received consultation: Yes, by a family member","MISAME3_WIDE",NA,NA,NA,NA,265,"missing"
"1178","PN_MORB_CCONSUL_6_4","pn_morb_cconsul_6_4",1194,"Infant received consultation: Yes, by a family member","MISAME3_WIDE",NA,NA,NA,NA,279,"missing"
"1179","PN_MORB_CCONSUL_6_5","pn_morb_cconsul_6_5",1195,"Infant received consultation: Yes, by a family member","MISAME3_WIDE",NA,NA,NA,NA,267,"missing"
"1180","PN_MORB_CCONSUL_6_6","pn_morb_cconsul_6_6",1196,"Infant received consultation: Yes, by a family member","MISAME3_WIDE",NA,NA,NA,NA,275,"missing"
"1181","PN_MORB_CCONSUL_6_9","pn_morb_cconsul_6_9",1197,"Infant received consultation: Yes, by a family member","MISAME3_WIDE",NA,NA,NA,NA,168,"missing"
"1175","PN_MORB_CCONSUL_6_12","pn_morb_cconsul_6_12",1198,"Infant received consultation: Yes, by a family member","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"1182","PN_MORB_CCONSUL_88_1","pn_morb_cconsul_88_1",1199,"Infant received consultation: Yes, other","MISAME3_WIDE",NA,NA,NA,NA,275,"missing"
"1184","PN_MORB_CCONSUL_88_2","pn_morb_cconsul_88_2",1200,"Infant received consultation: Yes, other","MISAME3_WIDE",NA,NA,NA,NA,276,"missing"
"1185","PN_MORB_CCONSUL_88_3","pn_morb_cconsul_88_3",1201,"Infant received consultation: Yes, other","MISAME3_WIDE",NA,NA,NA,NA,265,"missing"
"1186","PN_MORB_CCONSUL_88_4","pn_morb_cconsul_88_4",1202,"Infant received consultation: Yes, other","MISAME3_WIDE",NA,NA,NA,NA,279,"missing"
"1187","PN_MORB_CCONSUL_88_5","pn_morb_cconsul_88_5",1203,"Infant received consultation: Yes, other","MISAME3_WIDE",NA,NA,NA,NA,267,"missing"
"1188","PN_MORB_CCONSUL_88_6","pn_morb_cconsul_88_6",1204,"Infant received consultation: Yes, other","MISAME3_WIDE",NA,NA,NA,NA,275,"missing"
"1189","PN_MORB_CCONSUL_88_9","pn_morb_cconsul_88_9",1205,"Infant received consultation: Yes, other","MISAME3_WIDE",NA,NA,NA,NA,168,"missing"
"1183","PN_MORB_CCONSUL_88_12","pn_morb_cconsul_88_12",1206,"Infant received consultation: Yes, other","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"1190","PN_MORB_CCONSUL_99_1","pn_morb_cconsul_99_1",1207,"Infant received consultation: Yes, don't know","MISAME3_WIDE",NA,NA,NA,NA,275,"missing"
"1192","PN_MORB_CCONSUL_99_2","pn_morb_cconsul_99_2",1208,"Infant received consultation: Yes, don't know","MISAME3_WIDE",NA,NA,NA,NA,276,"missing"
"1193","PN_MORB_CCONSUL_99_3","pn_morb_cconsul_99_3",1209,"Infant received consultation: Yes, don't know","MISAME3_WIDE",NA,NA,NA,NA,265,"missing"
"1194","PN_MORB_CCONSUL_99_4","pn_morb_cconsul_99_4",1210,"Infant received consultation: Yes, don't know","MISAME3_WIDE",NA,NA,NA,NA,279,"missing"
"1195","PN_MORB_CCONSUL_99_5","pn_morb_cconsul_99_5",1211,"Infant received consultation: Yes, don't know","MISAME3_WIDE",NA,NA,NA,NA,267,"missing"
"1196","PN_MORB_CCONSUL_99_6","pn_morb_cconsul_99_6",1212,"Infant received consultation: Yes, don't know","MISAME3_WIDE",NA,NA,NA,NA,275,"missing"
"1197","PN_MORB_CCONSUL_99_9","pn_morb_cconsul_99_9",1213,"Infant received consultation: Yes, don't know","MISAME3_WIDE",NA,NA,NA,NA,168,"missing"
"1191","PN_MORB_CCONSUL_99_12","pn_morb_cconsul_99_12",1214,"Infant received consultation: Yes, don't know","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"1198","PN_MORB_CCONSUL_OTHER_1","pn_morb_cconsul_other_1",1215,"Other morbidities","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"1200","PN_MORB_CCONSUL_OTHER_2","pn_morb_cconsul_other_2",1216,"Other morbidities","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"1201","PN_MORB_CCONSUL_OTHER_3","pn_morb_cconsul_other_3",1217,"Other morbidities","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"1202","PN_MORB_CCONSUL_OTHER_4","pn_morb_cconsul_other_4",1218,"Other morbidities","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"1203","PN_MORB_CCONSUL_OTHER_5","pn_morb_cconsul_other_5",1219,"Other morbidities","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"1204","PN_MORB_CCONSUL_OTHER_6","pn_morb_cconsul_other_6",1220,"Other morbidities","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"1205","PN_MORB_CCONSUL_OTHER_9","pn_morb_cconsul_other_9",1221,"Other morbidities","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"1199","PN_MORB_CCONSUL_OTHER_12","pn_morb_cconsul_other_12",1222,"Other morbidities","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"1070","PN_MORB_C1TREAT_0_1","pn_morb_c1treat_0_1",1223,"Treatment child morbidity: No","MISAME3_WIDE",NA,NA,NA,NA,275,"missing"
"1072","PN_MORB_C1TREAT_0_2","pn_morb_c1treat_0_2",1224,"Treatment child morbidity: No","MISAME3_WIDE",NA,NA,NA,NA,276,"missing"
"1073","PN_MORB_C1TREAT_0_3","pn_morb_c1treat_0_3",1225,"Treatment child morbidity: No","MISAME3_WIDE",NA,NA,NA,NA,265,"missing"
"1074","PN_MORB_C1TREAT_0_4","pn_morb_c1treat_0_4",1226,"Treatment child morbidity: No","MISAME3_WIDE",NA,NA,NA,NA,279,"missing"
"1075","PN_MORB_C1TREAT_0_5","pn_morb_c1treat_0_5",1227,"Treatment child morbidity: No","MISAME3_WIDE",NA,NA,NA,NA,267,"missing"
"1076","PN_MORB_C1TREAT_0_6","pn_morb_c1treat_0_6",1228,"Treatment child morbidity: No","MISAME3_WIDE",NA,NA,NA,NA,275,"missing"
"1077","PN_MORB_C1TREAT_0_9","pn_morb_c1treat_0_9",1229,"Treatment child morbidity: No","MISAME3_WIDE",NA,NA,NA,NA,168,"missing"
"1071","PN_MORB_C1TREAT_0_12","pn_morb_c1treat_0_12",1230,"Treatment child morbidity: No","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"1078","PN_MORB_C1TREAT_1_1","pn_morb_c1treat_1_1",1231,"Treatment child morbidity: Yes, prescribed by health worker","MISAME3_WIDE",NA,NA,NA,NA,275,"missing"
"1080","PN_MORB_C1TREAT_1_2","pn_morb_c1treat_1_2",1232,"Treatment child morbidity: Yes, prescribed by health worker","MISAME3_WIDE",NA,NA,NA,NA,276,"missing"
"1081","PN_MORB_C1TREAT_1_3","pn_morb_c1treat_1_3",1233,"Treatment child morbidity: Yes, prescribed by health worker","MISAME3_WIDE",NA,NA,NA,NA,265,"missing"
"1082","PN_MORB_C1TREAT_1_4","pn_morb_c1treat_1_4",1234,"Treatment child morbidity: Yes, prescribed by health worker","MISAME3_WIDE",NA,NA,NA,NA,279,"missing"
"1083","PN_MORB_C1TREAT_1_5","pn_morb_c1treat_1_5",1235,"Treatment child morbidity: Yes, prescribed by health worker","MISAME3_WIDE",NA,NA,NA,NA,267,"missing"
"1084","PN_MORB_C1TREAT_1_6","pn_morb_c1treat_1_6",1236,"Treatment child morbidity: Yes, prescribed by health worker","MISAME3_WIDE",NA,NA,NA,NA,275,"missing"
"1085","PN_MORB_C1TREAT_1_9","pn_morb_c1treat_1_9",1237,"Treatment child morbidity: Yes, prescribed by health worker","MISAME3_WIDE",NA,NA,NA,NA,168,"missing"
